artcle_title,text
【Reol】れをる ビル ∕ 新單曲『赤裸裸』MV真香,進來前請先一起轉圈圈 委託了一些勇造 決定拿出頭上這隻來傳教 有綠頭和原味 簽名檔 信仰盤 都照順序排好了 有興趣收藏可以參考 手繪 為了聽婆的歌 設備也是很重要的 鎮樓大盤…
【情報】重整好讀版：去年5月疫情爆發時我們的疫苗被拿去綁樁。內有人物介紹對話紀錄等。,我們如何看著國家沈淪？ 或許有天我們抬起頭才發現， 凝視深淵的，終究成為深淵。 以下只留重點了不相關的心得內容刪掉了 底下對話圖的重點： 時間是在去年五六月疫情最為嚴…
【閒聊】幫你找作者(怎麼最近又被推起來了),那自己最愛ㄉ一本當樓圖 幫自己加點庫存 農GBF也農到有點無聊 加減順便 來 對ㄌ 不一定找得到 畫面太少ㄉ這種就很難搜到 丟文字敘述ㄉ就是隨緣了 看路過的人有沒有印象 不幫找…
【閒聊】經驗滿了沒升到40,這又是怎麼回事
【討論】場外台大串 遠距で糬,喔這樣放校徽好邱喔 度ㄉ原串倒ㄌ 今天又這麼冷我找不到地方取暖 來開一串新的 line群上線啦，私我邀你進來，站內信比較好，ㄏㄏ姆特很難收
場外氣象預報,這個週末是 熱熱ㄉ晴天 出門要做好防曬喔 下週則是開始下雨，氣溫也隨之下降
【心得】一個人原key唱完九九八十一  是不是也太神奇了？,好厲害喔 原本是四人合唱的歌曲
【閒聊】每日動物朋友 7/2,Day.1945 https://twitter.com/mgmg23kmf https://twitter.com/4dfTCTRUAicKkt8 https://twitter.com/coroha12 https://twitter.com/megumi_222 https://twitter.com/Chacodoodle_XX https://twitter.com/gamerakero
【心得】時光代理人,無聊去翻了一下MyAnimeList 的排行，想說這23名是什麼鬼東西 我怎沒看過... 我就很好奇這是什麼竟能這麼屌 分數這麼高 這是一部大陸動畫，我本身很排斥大陸動畫的(中配+支語看得出…
【情報】7月霸權確定了==,
【討論】乃創個MLB串吧(世界大賽開始囉！),2020/10/28 洛杉磯道奇以4-2擊敗坦帕灣光芒成為2020世界大賽冠軍 睽違32年再奪下冠軍 恭喜道奇 2020/9/28 季後賽名單底定 2020年冠軍活動開催中！ 2020/9/4 Clayton Kershaw成功投出生涯2500K 拿個…
【問題】你們手機鈴聲平常會打開嗎？,我發現老一輩或是出社會的人都會開但是學生好像都不會開鈴聲 像本肥宅也是沒什麼朋友 要聯絡也是用通訊軟體不是打電話 會打電話的只有投資推銷 所以就一直勿擾模式 大家平常…
【認真】我國現在最大的困境 ─ 詳細解說（分段，重點，文長）關鍵脈絡分析給你聽,我開門見山的說，我們還不是國家 雖然我們有選舉，有政府，有體制 但背後的關鍵是 直到今天，依舊沒有任何人（國）合法擁有「台灣」 以一款傳統RPG來說，村子有人管理，功能…
【情報】各位場外人你們知道嗎,現在登錄就送黑關羽， 雖然我不是關羽， 但這一切聽起來很不真實，對吧！
【問題】Steam特價,要出國ㄌ 商店想要先轉地區 但餘額還有219 可以推薦小妹一些好料嗎
【閒聊】場外艦これ,Discord群(請直接串內發文找群) #2777
【問題】5/24更 838樓有咕咕雞 笑死怎麼會有人忌妒霸主還生氣的啦==,原來霸主yt有成功申請營利喔== 點進去看了一下 原來是夢想想當YOUTUBER的人阿== 然後我們場外仔只想看笑話好嗎== 8/21更 收到單子準備到案說明詳細經過ㄌ == 原來這年頭隨便轉發影片…
【問題】cheese,
【問題】買股票慘賠...失眠,下周可以不要再跌了嗎
【心得】跟大家介紹一下我婆,大奶然後腹黑 真婆欸
【情報】場外淡江大學暨淡江大學，來串,同校認親 有鑑於多位同學哀弔此串原名，故再次更改以示紀念!  畢業學長友情通知! 2022/02/25 07:00 AM!!! Elden Ring 正式發行!!! 請還沒有下載的同學盡快下載並完成明天的請假手續! 謝謝…
【閒聊】我朋友的室友玩一個人的捉迷藏玩到出事,一個人的捉迷藏在前些時侯有點知名度，給不知道的人說一下。大概就是找一個娃娃把棉花挖空改放米、縫合起來用紅線，半夜三點放在浴室裡，先當鬼去找布偶，拿刀子戳幾下後刀…
【問題】下一張買a卡我就是狗,媽的一直掉驅動黑屏我幹你老師
【閒聊】現在所有人都知道這位巴友想看剛滿18歲女孩子的乳頭了,https://forum.gamer.com.tw/C.php?bsn=60076&snA=7171326
【密技】神渣偶像第一集滿有趣的，適合當梗圖,
【情報】用滑鼠每日一善！歡迎各位場外巴友們踴躍參與！〈20170114更新〉,我本身已經點擊這個網站從國中到現在， 所以請別擔心網站的真假，大方的點下去，你送出的一碗食物，就能救活一個人！ http://thehungersite.greatergood.com/clickToGive/ths/home?ThirdPartyClicks=T…
【閒聊】告訴你們美國這次到底在玩什麼,簡單的說，美國要把美國的泡沫戳破。美國要讓整個美國經濟重洗，重新開始，重新啟動。 這波重啟的目標，如果我沒猜錯，是為了把製造拉回美國。把美國泡沫徹底戳破，把基本…
【情報】國賠僅求償1元　恩爸哽咽：「只要真相」錢換不回恩恩生命,三立新聞 ▲恩恩爸哽咽，他只是想要真相（資料照） 2022/07/01 13:13:00 記者高逸帆∕台北報導 新北市中和區2歲男童恩恩不幸確診離世，其父親持續追求「消失的81分鐘真相」，更提出…
抱歉 因為在整理好友的時候發現有你的好友.. 所以詢問你一下...,前陣子的時候，我看到流浪動物募款幫助的網站.. 我也沒有多想就照步驟輸入巴哈資料 結果我的巴哈就被登出了.. 好像還散佈一些奇怪的訊息... 這個巴哈裡面原本都是我的家人朋友…
【心得】這根本我吧,人類請自生自滅 還是當廢人好太多了 連天使都懂 廢人萬歲.... 連上學都直接叫內褲幫她上學
【我婆】可以給我更多海未嗎,如題 最近剛看完lovelive 覺得海未超可愛
【攻略】來蓋希露菲大樓(不要沉啦唔)【無職轉生】,RT我相信場外不止我一個 來源
【問題】自說自話的總裁 裡'面哪個故事 你最喜歡?,自說自話的總裁 裡'面哪個故事 你最喜歡?
【討論】場外圍棋大樓,棋協有段位的人數，有26k那麼多，該有個大樓吧 來推廣一下圍棋 KataGO下載 Lizzie的一種 可以將野狐的對局下載下來，丟進去，2021最新圍棋老師 歡迎來下棋，如果沒有飛躍性的進步，…
【東方】古明地さとりの大樓,怎麼沒有古明地的大樓ㄚ ＿
【心得】突然好想吃拉麵,我是不是懷孕了？ 畢竟我的體質比較特殊
【東方】人里的性愛傳說,傳說在滿月見到人馬與精靈做愛，就能夠得到不死之力。莉格露便是為此而來 莉格露：誰說蟲子就要在繁衍後去死呢！我要逆轉這既定的命運！ 莉格露不斷追尋，從月下裸泳的琪露…
【閒聊】幹我唱歌好難聽喔,剛剛錄來聽聽 一整個幹這是三小
【學測】112學測討論集中串 倒數196,還沒想到鎮樓圖要放什麼 就先用小弟醜醜的字代替 ———————————————————————— 如題 寒假即將結束 正式進入高二下的同時也代表著學測越來越近 當初於109…
【問題】矛盾博士還能生育嗎,最強時間管理大師
【心得】眼鏡鏡框斷裂,這樣送修大概要多少錢？
【問題】電競筆電 電競耳機 電競座椅,電競女僕
【情報】NCC將納管FB、YouTube 最高罰千萬,https://ctee.com.tw/news/tech/669454.html 20220630 NCC於29日審議通過《數位中介服務法》草案，將成為台灣第一部網路監理法令。 根據草案內容，將納管五大類業者，包括提供寬頻上網連線的中…
出這題的可以進來一下嗎,庫拉皮卡 溫蒂 吉良井鶴 梅登
【問題】到底腳色在幹麼,選字 為什麼一直會有腳色 到底在幹麼==
【問題】想買十年前的漫畫發現不是缺貨就是太貴,各位遇到這樣是不是只能收手，還是有特別方法找到? 我想買 謎樣女友x 發現價格都太高了下不去手 看來是只能放棄了嗎? 第一次想買漫畫問問大神嗎
【問題】電腦用的遊戲手把,有推薦的嗎？ 98772423 97796135 97724027
橘子 水豚,
【閒聊】豬腦好吃嗎,還可以口感像豆腐阿
【情報】通貨膨脹下,你的世界的愛 也會跟著膨脹起來喔
有沒有很讚的屁股啊？,
【問題】為什麼動畫中綁麻花辮的人妻,都感覺很像欲求不滿阿
【攻略】中原大學串，完蛋了肺炎病毒入侵,乳題 （賴群連結在本文尾 哈囉，我是即將變成大二的會計仔 私心偷問有沒有人是會計的？ 開這串的初衷是因為在場外沒有我們中原的樓，所以毅然決然地就開了，看到大家的討論…
【心得】今天面試一家化工大廠心得（我拒絕錄取,今天面試一家化學工廠廠房很大 規模很大的化工廠 一開始進去要搜身 鞋子要脫掉跑安檢門 然後我看這裡的保全臉都很臭 不知道為什麼 ？ 在守衛室的保全有三個 一個在睡覺 三小…
【討論】SUBWAY是不是回不去了,光一個厚切嫩牛一年內就漲30塊 是不是去了
【密技】這便當店佛到我有點懷疑==,可以來台北開分店ㄇ==
【攻略】進來讓我ㄘ,都來
【MD】遊戲王2022線上對戰大樓（1月26日：大佬自製 繁中檔案  連結已放在1樓）,歡迎喜歡遊戲王的同好一起入坑！ 1月19日更新文章： 遊戲在今天上架，下載點 https://store.steampowered.com/app/1449850/YuGiOh_Master_Duel 1月26日更新文章： 有大佬（Ya）把繁中搞定了，需要檔…
【討論】ㄐㄐ含蛋蛋有點腫腫的,RT
【閒聊】荷月晴的繪畫記錄大樓~ (7/2 M00na),去年底訂下了一個目標: 2021每個月至少要畫完一張完整的圖 今年我也確實完成了這個目標 但是不知道接下來課業壓力越來越重，這個頻率還能不能維持住 所以想說來這邊蓋一個畫圖…
【情報】敘利亞承認烏東獨立,烏克蘭宣布與敘利亞斷交 https://news.ttv.com.tw/news/11106300014700N
【心得】我覺得台灣各大餐廳早該引進這個,點餐機 像麥當勞跟肯德基那種點餐機 我就很愛== 每次遇到人多 要找時機點跟老闆直接點餐 真的好麻煩 還要看準老闆做菜空檔 沒看好時機的話，會被老闆說：我在忙 你等一下 根本…
【問題】戴森球等級的科技文明也是燒開水發電嗎?,度的 管你核分裂還是反物質湮滅，燒開水都是人類無法突破的發電方式，核融合也是把水煮開但煮不出回本的錢，阿這樣怎麼去統治太陽系、征服宇宙?
【心得】繁中手遊「Orna」，類寶可夢手遊的RPG手機遊戲(圖多),持續施工新增中 原文連結 ———以下轉載——— Orna 是一款類似 Pokemon:GO、透過 GPS 定位來擴增實境的 RPG 遊戲。 玩家扮演傳統奇幻 RPG 的冒險者，消滅魔物、解任務、蒐集寶物、對…
【找圖】幫你找圖  本子作者/高清圖片/圖片來源  請先看內文,"找圖前麻煩詳閱文章 前言: 樓主有空時會不定時找 結果以P網&推特的圖源優先 沒找到圖源則以最高畫質優先 跳過通常是找不到,還請各位幫忙 怕沒注意到可以再回一次,偶爾會整串重…"
【問題】為什麼現在都不重播麻辣鮮師了啊？,
【問題】請問一下 多倫多的手機街景 可以看到什麼,如題
【問題】推特怎麼那麼多人放自己照片,然後還跑去一些大奶妹的文下面留言，有的還放自己的屌照，有時候點進去看自介還有住的地區跟自拍一堆屌照我都不敢放自己照片，如果被別人發現我追蹤一堆大奶妹怎麼辦
【密技】場外實驗室-吸引力法則,YO!!!我是南瓜!我是個國三的場外人 最近 我想要做個實驗- 吸引力法則是真的嗎!? 為了釐清這個苦惱 我決定來做個實驗 從今天起 我每天都來這篇文章 說 我要讀新竹高商 持續到明年…
【問題】場外有XBOX佬ㄇ,Rt問個如果只有PC的話 那訂XGP跟XGPU的遊戲內容有差嗎
【討論】巴哈姆特每日簽到徽章炫耀串(Clear),卡 都卡 祝大家都拿到徽章 這個智障串最後一次的更新 來盡情炫耀徽章ㄅ
【問題】油宅而幾點要睡,幾點
【崩崩崩】5.7「深罪長歌」更新——全新S級角色「戒律·深罪之檻」登場！,(點圖原出處) GIF 忍者櫻(夜隱重霞) 彼岸雙生 腋下舔舔月下初擁(農得到ㄛ) (圖源:巴友) 冰卡 從左到右分邊是布洛妮亞 芽衣 琪亞娜 (御三家都變過律者啦) 也是遊戲裡面的三個主要角…
【情報】注意！政府剛剛幫你虧了多少錢？勞動基金前5個月爆虧2311億元,新聞發布日期：20220701 媒體來源：新頭殼 完整新聞標題：注意！政府剛剛幫你虧了多少錢？勞動基金前5個月爆虧2311億元 完整新聞內容： 台股近來跌跌不休，勞動基金報酬率大受影…
【情報】三點了。,
【問題】獨家》他車侵入車道 民眾不服車禍遭判全責,1:27 自小客已緊靠路緣停車 交通法規對於針對慢車道停車妨礙通行並沒有明顯規定 就是放任亂停囉
【閒聊】喜歡她的都是蘿莉控,他們都喜歡發一些奇怪的釣魚文喜歡聽一些文青會聽的歌 發一些讓人半懂不懂的貼文 可能物以類聚吧 畢竟她也是這樣的人 每次看到又有人拜倒在他石榴裙之下 我心想 「ㄇㄉ 又來…
【妹紅】來個NBA串好嗎,摁 對
【攻略】你們男生真的是夠了耶==,每個見面都直接叫我跪下來素== 起碼要先看場電影ㄘ個飯吧==
【開DC群組啦!】場外檔車串 快進來分享你的愛車!!!,Rt 台南人 R3仔 小玩攝影 出沒182 - DC群組 - 有車沒車都可以進來幹話聊天ㄛ 群組連結:https://discord.gg/FbXcUEz 歡迎加入
【討論】會有完全沒在接觸遊戲動漫的人，跑來逛場外嗎？,如果有這種人，那他們是怎麼發現巴哈姆特的？ 然後還會點進來場外，甚至辦帳號留言？！
【問題】場外PAD串 更新一波 霸凌群主智障鼻梁群,大腿釣手機板ㄈㄓ 續 場外都有白貓串了 怎可以沒有PAD串QAQ 而且有鑑於PAD版風氣不是很好 就來場外開個串看看 希望有玩PAD的能進來迴響一下 要打協力 徵友 聊天 哭哭 都可以進乃哦…
【閒聊】場外鋼彈串,為什麼這老牌IP沒有串啊 我來開個，不過我很不會經營，就給大家一個討論的小地方吧 大家可以來這邊聊最新鋼彈動畫或是放模型或討論遊戲幹嘛的
【閒聊】機器人驗證 在線等 急,我最討厭這一題了 我永遠不知道第3行第1列和第4行第4列要不要點
搭訕大師的影片怎麼樣,有人有研究嗎？ 最近想認真研究看看這種內容
【問題】場外人普遍對Youtuber不是很喜歡。,為甚麼呢？覺得他們靠一些常識/幹話來賺錢？ 還是覺得都是些旁門左道的東西呢？
【心得】洗澡時尻尻感覺很棒,就像毛細孔在溫暖的環境下會綻開一樣 那種在寒天下 在溫暖舒適的環境下 沒有限制的全跑出來的感覺真棒 更一下 別推了！ 滾開 我沒有什麼性奴隸 也不會舉辦什麼心靈解放會 更沒…
【閒聊】有人現在想打幾把project sekai嗎,日服台服都可以你開房 我待會進
【密技】今泉家誰最婆==,就是那個家被辣妹佔走的今泉啦 家裡被班上的辣妹三人組入侵 黃毛的是濱崎蕾娜 最早出手的她正宮氣場比較強 而且疑似故事一開始就有些微暈船跡象 後面更是有夠寵男主 特點:帥…
【問題】為什麼有人會覺得天籟人偶是療癒萌百番啊?,開頭大大的K e y三個字欸，key欸。 怎麼還有人被pv1騙啊?
【閒聊】哈囉！我是主廚,我平常會畫一些手短腳短臉圓圓的人物圖，基本上是什麼都畫 如果你喜歡我的畫那我們就是朋友了喔 我的facebook 我的pixiv 我的twitter
【問題】阿姨的腳色為什麼要跟男主角接吻?,難道只是一時爽?
【心得】幹 喜歡的ytber掰了 (SALLA.R),應該有人聽過SALLA.R 原本是用蘿莉音翻唱一些過去有名的歌曲 像這些 到今年3/5還很正常的發Booth物販的推文 https://twitter.com/SALLA__R/status/1367770581093949441?s=20 之後就沒什麼消息 直到7/14…
【閒聊】十九年前群馬線最快,他原本有可能是日本第一個世界冠軍
【情報】又爆毒奶 中知名牛奶 驗出丙二醇,https://news.ltn.com.tw/news/world/paper/1526099 又爆毒奶 中知名牛奶 驗出丙二醇 新疆「麥趣爾」公司出品的純牛奶。（取自網路） 2022/07/01 05:30〔編譯管淑平∕綜合報導〕中國再度爆發食品安…
【問題】跟騷法有包含社交軟體嗎？,被噁男訂閱可以告他嗎？ 你覺得呢？
【閒聊】這期的志步真的很帥,是說志步原本是有綁頭髮的嗎 還是這期留長了
【問題】刀劍神域要怎麼玩才不會被嗆 封弊者 根本都只會撿尾刀和不分享資訊,你覺得呢？
【閒聊】海綿寶寶唱Devil Trigger,無敵的吧
【閒聊】女忍者椿雖然現在很紅，但老實說阿。大家不覺得角色太瘦了嗎？,像是手臂，這麼細。有種很脆弱的感覺。 真的很恐怖阿，就像摸小嬰兒怕會弄傷一樣。就算我知道人體強度沒那麼低，還是很怕。 我不是說喜歡肥啦，只是啊。如果手腳更粗一點會…
【問題】純情妙麗控到底是誰,如題 一直發文是要釣他嗎
【心得】花澤香菜配這種角色就對了,我可以舔10遍
【攻略】（更新38樓）露天開墮盜圖蟑螂,事情是這樣的啦 本宮在蝦皮賣了自己畫的東西 昨天下午四點偶然發現 露天上怎麼會有一模一樣的東西 啊 我的東西也不是真的很厲害啦 怎麼會被盜圖呢？ 一開始真的挺生氣的 私訊&…
【問題】為什麼ig不能傳gif,巴哈也是
【閒聊】以前的動漫都好暴力喔,嗯， 以前的東西就留給以前的人看吧 以前的動漫都好暴力喔
【閒聊】買了90塊的牛肉炒飯,結果份量很小 而且不太好吃
poe高樓 15275樓說他要女裝,工具區 交易市集 編年史 官網 透視鏡 02 7735 2000<<GGC客訴電話 國際服 交易市集 一鍵中文化 其他 舊城區 rt poe大概玩一年半 剛開服.封測就有在玩 中間有段時間沒玩 我是燒毀傳教…
【問題】最近脫離台北的脫北者好像有些話題,不過現實上這種人真的很多ㄇ
【十五號】這個台V的聲音好動漫中配喔！台V入門可以聽聽看，聲音超好聽的 !（週年了！）,身為一個VT豚，個人本來與大家一樣從HOLOLIVE入坑，頂多涉略彩虹社、Vshojo等等，偶爾滑到台V都只會下意識覺得 : 蛤 ? 那聲音完全對不上吧 ! 然而，本篇介紹的VT真的是顛覆我對台Ｖ…
【情報】尻,
【閒聊】進來說說你們暑期目標吧,希望我能多運動 瘦5公斤:）
【討論】耶噫~~,今天抽到的 這看起來很棒對吧 “我的能量快見底了...”乞丐超人低沉聲傳來 “不，他還有救!!”
【討論】惠文都沒人在用巴哈484(惠文樓)(狂賀!!!突破一千樓!!!),"蓋,都蓋 我是分隔線 532樓 學長所製作的惠文全攻略 太神啦!!"
【情報】場外封印者Closers串(0528 指定拍賣開放了),封印者攻略網：https://closersinfo.xyz/ 舊址：https://theclscollection.com/ 1205優質圖 社團收人區： 1389樓 280樓 395樓 Scepter4收人喔 詳細看介紹文 Scepter4收人 很缺人！ 58/70 啥時才會滿70活人 需…
【情報】分享我在選擇哈尼2捏的女人  圖多注意!!!!!,想給大家看看我的哈尼 直接開始 1.黑肉辣妹 介紹:第一隻捏的角色，就想捏黑肉辣妹，想像著joyride的JK辣妹系列去捏的，心境也選擇很碧池，不過收編到好感後，發現很婆而且想到海…
【密技】有刀劍亂舞串嗎,感覺變成嬸嬸了...想要守護短刀們的笑容 https://www.pixiv.net/artworks/86622187
【心得】電鋸人他媽的有夠讚啦!(第二部7/13連載開始!!!),還沒看過的可以追看看保證不會失望 藤本樹我的超人~~ 「這本漫畫真厲害！」2021 男生篇第一名獲獎慶祝 https://mobile.twitter.com/ebanoniwa/status/1243168133864546304/photo/1
黑人女孩,
【情報】25億養綠色網軍？在野批NCC控制言論,25億養綠色網軍？在野批NCC控制言論 04:102022/07/01 中國時報 林縉明 、 張薷 、 黃琮淵 NCC打算花25億元成立「財團法人」作為處理假訊息的事業專責機構，國民黨立委鄭麗文痛批，這分…
【問題】怪醫黑傑克本名間黑男，為什麼他的公認稱呼是怪醫黑傑克而不是間黑男阿？,偶像用藝名是可以理解的， 醫生不能這樣搞吧？那是手術耶 怪醫黑傑克本名間黑男，為什麼他的公認稱呼是怪醫黑傑克而不是間黑男阿？
【問題】資訊工程研究所畢業 問 都問,來
【情報】連勝文：選情愈來愈樂觀,連勝文：選情愈來愈樂觀 連勝文。林挺弘攝 2014年11月28日16:53 國民黨台北市長候選人連勝文下午到景美地區，以車隊掃街拜票，連勝文表示，以他和第一線的民眾接觸，所感受而的…
【推廣】受讚頌者(傳頌之物)系列大樓 動畫7/2開播  『新作』9/8上市!!!,先上本系列我最喜歡的音樂「キミガタメ」，中文名稱叫做「為你」  動畫7/2開播 練續兩話~ 新的PV  《受讚頌者》系列20週年紀念作品《單色莫比烏斯 刻之代贖》將於2022年9月8日登陸…
【健忘】今天下午5點能提醒我把退冰的雞胸肉煮了嗎 如果忘記的話就臭掉了,霸拖 提醒我的人 今年會交到女友  2021/10/13 感謝大家大家提醒 衣服洗了也收了 我很健忘 以後都要靠大家提醒了
【閒聊】場外陽明交通大學串(不管陽明還交通的場外人都來蓋啦,簡稱明通或陽交大學...隨便啦各位學長姐弟妹都來吧  串主畢業啦 有問題可以盡量問順便蓋樓喔 在校生應該會盡量回答ㄅ 另外我的小屋有我讀完大學和去耶舞的心得 歡迎大家來看看…
【重機】場外真的把提出問題的人給解決掉了,一篇標題為「明天重機智○○○兒要上國道了」的文上了熱門 表面是在罵重機但事實上是在用釣魚標題吸引人點進去 內容是講解重機想上國道的理由和依據 後來被以涉及謾罵被刪文…
【問題】那些喜歡有腋毛的熟女的人都是什麼人R= =?,RT
【閒聊】ㄌㄌ唱希望有一天你能長大,應該算是ㄌㄌ吧
【閒聊】凱留廚進來,為什麼一堆人在貼凱留R 是不是想要通知？ 報上名來
【情報】8歲女童打BNT後發燒昏倒　搶救後宣告不治,民視新聞網2022/07/01 13:32:12 桃園一名8歲女童，上個月（6月）在校園接種BNT疫苗，沒想到三天後失去意識，緊急送醫使用葉克膜仍搶救仍宣告不治，桃園市已成立專案小組要調查釐清…
【問題】為什麼禿頭的人不直接弄成大光頭啊,至少會有比較清爽的感覺吧 而不會像個糟老頭
【情報】貓電車,想座
【問題】到底要如何徹底忘掉一個人？,如題 因為遇上了一些事情 以前的一些忘記的糟糕回憶 又重新回想起來了 已經無法修復關係的那個人 原本以為自己早就釋懷、不在意了 但實際上我其實從來就沒有放下這件事 表面…
【閒聊】夏代孝明 我的超人,看她眨眼時 自己的眼睛也會不自覺的眨一下
【閒聊】台灣健康賣給美國國衛院，資產用勞健保送給外資,在我來看，比起中國，台灣更應該跟美國深仇大恨。 美國才是真正在吸台灣血，啃台灣骨的！
【閒聊】三風流的拉麵,度好吃
【情報】推廣天使セウ{剪輯專區} {天使每日1小時歌回.台灣18:00 日本19:00開始},天使セウ{#小v推廣 #個人勢} YT : https://www.youtube.com/channel/UCIq2Q41fxZkkSaDJn06mtvw twitter : https://twitter.com/amatsuka_seu FANBOX :https://bit.ly/2Z63u9U BOOTH{原創曲購買處}: https://bit.ly/3KfGqKC Skeb{天使繪圖…
【問題】現在連歪踢都來迫害勾惡了？XD,餓死抬頭，據這部影片講的歪踢正準備取消隱藏訂閱數的功能。如果消息屬實，那替代役小丑勾惡豈不是皮皮挫？ 他最近也太衰了吧？先是正義使者金身被破然後被人扯下面具徹底…
【討論】台南原味內衣,需要更多衛生紙。
【問題】有人知道保護令有什麼用嗎？,要是一個人今天他奉公守法 怎麼會需要保護令 要是一個人今天他不奉公守法 那保護令還有什麼用？
【閒聊】為什麼阿夸會被黑？究竟有什麼內幕？今天帶你深入了解,大家好，今天要來爆料hololive成員的內幕，黑歷史，網路流傳，資訊不一定正確，僅供參考 為什麼阿夸到今天會被一堆人黑，這要追溯到阿夸還沒加入hololive的時候了 當時虛擬實況才…
【閒聊】場外中正大學串,雖然沒有五年五百億 附近只有鳳梨田 但還是可以問喔 #37330 本串成員自介集中層
【情報】德恩堂的拉麵,度度的度度
【東方】白玉樓-「俗諦常住」,人物：魂魄妖夢 種族：半人半靈 能力：使用劍術程度的能力
【APEX】場外推廣串，好玩控制 每天要玩,大年初一就有免費的玩啦！ 2019-02-05 12:38 By 歪力 由 EA 與《Titanfall》開發工作室 Respawn 在今（5）日大年初一釋出新作《APEX Legends》，主打全平台免費與組隊制玩法的大逃殺新作，玩家…
【攻略】惹錯人！台中屁孩搭電梯被夾痛毆阿伯　小弟秒支援慘被打趴,時間：2022/07/01 16:14:00 媒體：三立 連結：https://www.setn.com/News.aspx?NewsID=1139059 影片： 內文： 有民眾在社群媒體《爆料公社》上傳兩段監視器畫面，第一段老人家疑搭乘電梯時未注意，…
【情報】二水堂的拉麵,度度的度度
【問題】奇怪了，想看乳頭有啥不對的,我也想看 最好是81歲的 我喜歡年紀大一點的
【情報】疫情期間超額死亡「世界第二低」　指揮中心：防疫成果僅次紐西蘭,2022年07月1日 14:32 記者楊晏琳∕台北報導 中央流行疫情指揮中心今（1）公布過去投藥及染疫死亡率總回顧，根據經濟學人統計，台灣的超額死亡數世界第二低，每10萬人超額死亡-8，…
【討論】新竹串 通通進來做防疫,4代預覽圖 #649 三代預覽圖#421 二代預覽圖 #205樓 一代預覽圖 #88樓 新竹人的休憩場所 可以讓你發發牢騷 發佈新竹最新動態 和新竹美食麥當勞
【問題】霸主戲豬 童心未泯,
【閒聊】每天學韓文,每週一到五上班以外閒暇時間上線上課程 每天進度紀錄在這邊 目前每日目標訂定最少兩課 歡迎想要鞭策人或懂韓文的前輩 給我一點加油或是指教 我是個沒有目的努力就一直荒廢的…
【閒聊】在把怪醫黑傑克看完後，我無所適從，接下來該做什麼呢？,我現在沒有目標了
【討論】怎麼最近大家一直提到這是我想要的？,好夯喔
【問題】棕斑貓：幹 一群雞掰貓,不幫忙就算了還叫貓來圍觀
【場外CSO討論串2.0】黑橘：抹黑！抹黑！都是抹黑！人家明明就是佛心公司！,【部隊】魯蛇肥宅戰隊成立!! 部隊長:目標cso前87大魯蛇肥宅戰隊於今日成立，在活動現場出現了許多前 星爆 的成員(如下圖) 桐谷/提供 在農曆新年遭 星爆 現任部隊長掛網星冷凍的魯…
【問題】電磁學四五六章會考啥,
【情報】獨家∕陳時中備戰北市！傳7/13宣布提名　綠民代幫布局,三立新聞 ▲傳出民進黨將在中常會宣布雙北提名，呼聲高的指揮官陳時中更是低調備戰。 2022/07/01 記者魏汶萱、簡宏圻∕台北報導 傳出民進黨7月13日將在中常會宣布雙北提名，呼聲…
【問題】經常有狗誤吃巧克力死掉，如果討厭狗，在庭園種植可可豆是不是就解決了阿？,轉念一想 可可樹就是恆定的流浪狗清除器耶 經常有狗誤吃巧克力死掉，如果討厭狗，在庭園種植可可豆是不是就解決了阿？
【情報】當DISCORD爆炸時就把這串推上來,當你看到這串的時候 代表DC又炸了
【情報】自誇「兒童接種率世界第一」遭打臉　指揮中心急更正：僅次新加坡,ETtoday2022年07月01日 18:08 ▲指揮中心7/1記者會，發言人莊人祥說明。（圖∕指揮中心提供） 記者洪巧藍∕台北報導 中央流行疫情指揮中心今日下午2點記者會中公布四張圖表說明防疫…
【輕小】【很毒】一直混水摸魚躺著分錢的狙擊手終於被踢出了隊伍從此只能自力更生 十一回(2/7),「萊伯，請你離開我們的隊伍吧。」 「蛤？你突然在亂講甚麼啊？」 理應是任務完成後的慶功酒會，卻突然演變成針對萊伯的批鬥大會。 「今天出任務甚麼事都沒做，你知道慚愧這…
【問題】要怎麼改革lol玩家只想撿尾刀的心態,你覺得呢？
【心得】白色旗袍+白色絲襪=讚到爆,舊文回顧 【心得】學生開學了，終於又有學生妹可以看 【心得】民俗月就是得來點巫女才能安心 【心得】為什麼我家的黑貓還沒變成人? 【心得】學生服系列 ((清粥小菜吃多了，今…
【密技】澳洲麥塊哥利用鐵細菌進入鐵器時代,
【閒聊】進來 讓我看看你新存了什麼圖,我新存的扁破麻圖鎮樓 希望可以釣到香香蘿莉
【閒聊】洞窟守護者到底是啥鬼東西,林北全套鑽石裝ㄟ 啪 沒了
【其他】新素材到了有人要改嗎,
【問題】館長是不是不紅了,館長是不是不紅了 以前YouTube會推薦他影片都不會 反而凱多老師比較紅
【討論】場外Soul Worker 靈魂行者集中串,當初想玩這遊戲是因為剛進入二次元的世界 然後發現這款遊戲 角色很棒 人設很可愛 那時候巴哈GNN新聞也有在打這個廣告 當時一堆留言說黑心辣椒拒玩勸世 當時我猶豫要不要玩 後…
【心得】蘋果這個檔案app也太好用了吧,真的很想吹一下蘋果的檔案管理 他把不重要系統的資料通通隱藏 我只會看到我的文件 集成第三方雲端服務 onedrive google drive 平常文件操作可以直接讀取裡面的資料夾和檔案 又可以透…
